clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_bored_01,v1.2,1.2,b7e804532df6,34,1.089,0,0,0,0,0,0,0.181818,2.5,19583.2,0.811869,0.585221,0,0.066,0.925283,0.944993,,3.86663,9.19487,RATE;DYN,32.273
anim_bored_02,v1.2,1.2,b7e804532df6,41,1.32,0,0,0,0,0,0,0.1,2.5,7694.52,0.693328,0.685479,0,0.066,0.992601,0.727687,,,,RATE,4
anim_bored_event_01,v1.2,1.2,b7e804532df6,199,6.534,0,0,0,0,0,0,0.0808081,2.5,9703.67,0.938798,0.428841,0,0.066,0.990578,0.664978,0.944423,,,RATE,3.232
anim_bored_event_02,v1.2,1.2,b7e804532df6,151,4.95,0,0,0,0,0,0,0.0733333,2.5,12251.4,0.881943,0,0,0,0.984522,0.533164,0.998583,,,RATE,2.933
anim_bored_event_03,v1.2,1.2,b7e804532df6,314,10.329,0,0,0,0,0,0,0.0766773,2.5,11940.7,0.987328,0.651423,0,0.066,0.967194,0.0559497,0.939299,,,RATE;LOWCORR,18.067
anim_bored_event_04,v1.2,1.2,b7e804532df6,369,12.144,0,0,0,0,0,0,0.105978,2.5,13245,1.11609,0,0,0,0.96024,0.374623,0.754454,,,RATE,4.239
anim_bored_getout_01,v1.2,1.2,b7e804532df6,45,1.452,0,0,0,0,0,0,0.340909,2.5,12591.6,0.974395,0.665701,0,0.066,0.905073,,,,,RATE,13.636
anim_bored_getout_02,v1.2,1.2,b7e804532df6,41,1.32,0,0,0,0,0,0,0,2.47949,13361.4,0.451098,0.585529,0,0.066,0.946812,0.0416899,,,,LOWCORR,15
anim_bouncer_getin_01,v1.2,1.2,b7e804532df6,161,5.28,0,0,0,0,0,0,0,0.645709,880.467,0.0702863,0.666042,0,0.066,,,,,,,0
anim_bouncer_getout_01,v1.2,1.2,b7e804532df6,81,2.64,0,0,0,0,0,0,0.1625,2.5,10649.7,0.968221,0.066,0,0.066,0.725374,,0.988737,,,RATE,6.5
anim_bouncer_ideatoplay_01,v1.2,1.2,b7e804532df6,41,1.32,0,0,0,0,0,0,0.075,2.5,9076.45,0.572871,0,0,0,0.898747,-0.0710253,0.999148,,,RATE;LOWCORR,18
anim_bouncer_intoscore_01,v1.2,1.2,b7e804532df6,90,2.937,0,0,0,0,0,0,0.146067,2.5,10184.1,0.908969,0.0763726,0,0.066,0.975744,,,,,RATE,5.843
anim_bouncer_intoscore_02,v1.2,1.2,b7e804532df6,121,3.96,0,0,0,0,0,0,0.216667,2.5,19867.3,0.976914,0.543008,0,0.066,0.957952,0.664446,,,,RATE,8.667
