clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_bored_01,v1.5,1.4,1e4c4ad2e6e1,34,1.089,0,0,0,0,0,0,0.272727,1.8,6581.46,0.779999,0.608947,0,0.0264,0.911554,0.927928,,,,RATE,10.909
anim_bored_02,v1.5,1.4,1e4c4ad2e6e1,41,1.32,0,0,0,0,0,0,0.125,1.8,2934.99,0.691263,0.612145,0,0.0264,0.980249,0.762914,,,,RATE,5
anim_bored_event_01,v1.5,1.4,1e4c4ad2e6e1,199,6.534,0,0,0,0,0,0,0.111111,1.8,4556.29,0.903556,0.325072,0,0.0253339,0.984693,0.68206,0.943687,,,RATE,4.444
anim_bored_event_02,v1.5,1.4,1e4c4ad2e6e1,151,4.95,0,0,0,0,0,0,0.133333,1.8,4752.77,0.861105,0,0,0,0.978935,0.528038,0.99768,,,RATE,5.333
anim_bored_event_03,v1.5,1.4,1e4c4ad2e6e1,314,10.329,0,0,0,0,0,0,0.115016,1.8,4664.55,0.997205,0.570376,0,0.0264,0.959208,0.0378621,0.934126,,,RATE;LOWCORR,19.601
anim_bored_event_04,v1.5,1.4,1e4c4ad2e6e1,369,12.144,0,0,0,0,0,0,0.0815217,1.8,5505.7,1.04121,0,0,0,0.953756,0.334905,0.757663,,,RATE,3.261
anim_bored_getout_01,v1.5,1.4,1e4c4ad2e6e1,45,1.452,0,0,0,0,0,0,0.386364,1.8,7388.69,0.914075,0.619925,0,0.0264,0.7824,,,,,RATE,15.455
anim_bored_getout_02,v1.5,1.4,1e4c4ad2e6e1,41,1.32,0,0,0,0,0,0,0,1.20897,3946.52,0.407437,0.337327,0,0.0216282,0.931185,0.0209078,,,,LOWCORR,15
anim_bouncer_getin_01,v1.5,1.4,1e4c4ad2e6e1,161,5.28,0,0,0,0,0,0,0,0.550856,324.495,0.0681888,0.664507,0,0.0264,,,,,,,0
anim_bouncer_getout_01,v1.5,1.4,1e4c4ad2e6e1,81,2.64,0,0,0,0,0,0,0.25,1.8,6058.86,0.969778,0.0235286,0,0.00372922,0.771939,,0.975555,,,RATE,10
anim_bouncer_ideatoplay_01,v1.5,1.4,1e4c4ad2e6e1,41,1.32,0,0,0,0,0,0,0.15,1.8,4333.74,0.581694,0,0,0,0.932156,-0.108264,0.991911,,,RATE;LOWCORR,21
anim_bouncer_intoscore_01,v1.5,1.4,1e4c4ad2e6e1,90,2.937,0,0,0,0,0,0,0.168539,1.8,5742.6,0.860352,0.0415416,0,0.00312549,0.956201,,,,,RATE,6.742
anim_bouncer_intoscore_02,v1.5,1.4,1e4c4ad2e6e1,121,3.96,0,0,0,0,0,0,0.266667,1.8,7013.3,0.947489,0.552936,0,0.0264,0.948614,0.653389,,,,RATE,10.667
anim_bouncer_intoscore_03,v1.5,1.4,1e4c4ad2e6e1,251,8.25,0,0,0,0,0,0,0.044,1.8,3024.23,0.925377,0.0832232,0,0.00586796,0.974111,,,,,,1.76
anim_bouncer_requesttoplay_01,v1.5,1.4,1e4c4ad2e6e1,101,3.3,0,0,0,0,0,0,0.1,1.8,4408.55,0.537502,0.542343,0,0.0264,0.110643,0.98212,0.919848,,,RATE;LOWCORR,19
anim_bouncer_rerequest_01,v1.5,1.4,1e4c4ad2e6e1,101,3.3,0,0,0,0,0,0,0.1,1.8,4408.55,0.537502,0.54307,0,0.0264,0.110643,0.98212,0.919848,,,RATE;LOWCORR,19
anim_bouncer_timeout_01,v1.5,1.4,1e4c4ad2e6e1,76,2.475,0,0,0,0,0,0,0.253333,1.8,5995.5,1.05748,0.485256,0,0.0264,0.706855,0.838071,0.915022,,,RATE,10.133
anim_bouncer_wait_01,v1.5,1.4,1e4c4ad2e6e1,101,3.3,0,0,0,0,0,0,0,0.0191453,16.5623,0.00379626,0.0153156,0,0.0010516,,,,,,STATIC,50
anim_bouncer_wait_02,v1.5,1.4,1e4c4ad2e6e1,101,3.3,0,0,0,0,0,0,0,0.0182607,17.4783,0.00361812,0.0049268,0,0.000348866,,,,,,STATIC,50
anim_bouncer_wait_03,v1.5,1.4,1e4c4ad2e6e1,101,3.3,0,0,0,0,0,0,0,0.227932,358.933,0.0342835,0.0168724,0,0.00143296,,,,,,STATIC,50
anim_codelab_123go,v1.5,1.4,1e4c4ad2e6e1,99,3.234,0,0,0,0,0,0,0.204082,1.8,7407.46,1.04908,0.0807948,0,0.00587237,0.911536,0.870877,0.984915,,,RATE,8.163
anim_codelab_bored_01,v1.5,1.4,1e4c4ad2e6e1,198,6.501,0,0,0,0,0,0,0.111675,1.8,4567.96,0.903556,0.325065,0,0.0253338,0.984451,0.67454,0.942832,,,RATE,4.467
anim_codelab_chicken_01,v1.5,1.4,1e4c4ad2e6e1,95,3.102,0,0,0,0,0,0,0.244681,1.8,6729.58,1.06514,1.15633e-05,0,8.9407e-07,0.934091,0.410246,0.87751,,,RATE,9.787
anim_codelab_chicken_01_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,95,3.102,0,0,0,0,0,0,0.361702,1.8,6901.18,1.06514,1.15633e-05,0,8.9407e-07,0.887966,0.0878872,0.87751,,,RATE;LOWCORR,29.468
anim_codelab_chicken_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,95,3.102,0,0,0,0,0,0,0.255319,1.8,7551.16,1.06514,1.15633e-05,0,8.9407e-07,0.951667,0.497848,0.87751,,,RATE,10.213
anim_codelab_chicken_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,95,3.102,0,0,0,0,0,0,0.202128,1.8,6849.73,1.06514,1.15633e-05,0,8.9407e-07,0.962764,0.497848,0.87751,,,RATE,8.085
anim_codelab_cow_01_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,321,10.56,0,0,0,0,0,0,0.1625,1.8,7295.44,1.02959,0.632144,0,0.0264,0.945039,-0.0448319,0.663851,,,RATE;LOWCORR,21.5
anim_codelab_cow_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,321,10.56,0,0,0,0,0,0,0.15,1.8,6738.61,1.05653,0.632144,0,0.0264,0.961405,-0.00422521,0.663851,,,RATE;LOWCORR,21
anim_codelab_cow_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,321,10.56,0,0,0,0,0,0,0.153125,1.8,6777.74,1.05655,0.632144,0,0.0264,0.961375,-0.00676594,0.663851,,,RATE;LOWCORR,21.125
anim_codelab_cubetap,v1.5,1.4,1e4c4ad2e6e1,9,0.264,0,0,0,0,0,0,0.375,1.8,18398.5,0.30294,0,0,0,0.506829,-0.871626,,,,TINY;SHORT;RATE;LOWCORR,50
anim_codelab_duck_01,v1.5,1.4,1e4c4ad2e6e1,189,6.204,0,0,0,0,0,0,0.25,1.8,6676.74,1.43142,0.497346,0,0.0264,0.469905,0.945385,0.780393,,,RATE,10
anim_codelab_elephant_01,v1.5,1.4,1e4c4ad2e6e1,111,3.63,0,0,0,0,0,0,0.409091,1.8,8812.21,1.15148,0.0832264,0,0.00586337,0.655606,0.852201,0.756809,,,RATE,16.364
anim_codelab_frightenedcozmo_01,v1.5,1.4,1e4c4ad2e6e1,101,3.3,0,0,0,0,0,0,0.02,1.8,3656.82,0.307383,0.0803182,0,0.00540417,0.945951,0.960879,,,,,0.8
anim_codelab_frog_01,v1.5,1.4,1e4c4ad2e6e1,46,1.485,0,0,0,0,0,0,0.0888889,1.8,6581.05,0.427261,0.0808513,0,0.00613624,0.761884,0.117967,,,,RATE;LOWCORR,18.556
anim_codelab_getin_01,v1.5,1.4,1e4c4ad2e6e1,133,4.356,0,0,0,0,0,0,0.0227273,1.8,3622.31,0.591288,0.0912884,0,0.00606871,0.962913,0.582542,,,,,0.909
anim_codelab_getout_01,v1.5,1.4,1e4c4ad2e6e1,63,2.046,0,0,0,0,0,0,0.258065,1.8,6253.2,0.876778,0.0192491,0,0.00260842,0.858001,0.0515262,0.963403,,,RATE;LOWCORR,25.323
anim_codelab_ghoulish_creeping_01,v1.5,1.4,1e4c4ad2e6e1,66,2.145,0,0,0,0,0,0,0.0307692,1.8,4785.38,0.497326,0.334833,0,0.021614,0.989859,0.323984,,,,,1.231
anim_codelab_kitchen_eating_01,v1.5,1.4,1e4c4ad2e6e1,131,4.29,0,0,0,0,0,0,0.0615385,1.8,3461.9,0.719734,0.273084,0,0.0145464,0.911677,0.924931,0.980768,,,RATE,2.462
anim_codelab_kitchen_yucky_01,v1.5,1.4,1e4c4ad2e6e1,74,2.409,0,0,0,0,0,0,0.506849,1.8,10104.9,1.47089,0.549879,0,0.0264,0.686795,0.822385,0.785024,,,RATE,20.274
anim_codelab_lightshow_idle,v1.5,1.4,1e4c4ad2e6e1,304,9.999,0,0,0,0,0,0,0.270627,1.8,8384.04,1.03339,0.575787,0,0.0264,0.932941,0.921919,0.927293,,,RATE,10.825
anim_codelab_magicfortuneteller_inquistive,v1.5,1.4,1e4c4ad2e6e1,102,3.333,0,0,0,0,0,0,0.0990099,1.8,3430.34,0.83252,0.0358281,0,0.00255394,0.830077,0.983858,,,,RATE,3.96
anim_codelab_rooster_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,77,2.508,0,0,0,0,0,0,0.263158,1.8,5696.3,0.835834,0.170012,0,0.0131584,0.937282,0.227169,,,,RATE;LOWCORR,25.526
anim_codelab_rooster_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,77,2.508,0,0,0,0,0,0,0.223684,1.8,5383.97,0.830474,0.170012,0,0.0131584,0.940495,0.227169,,,,RATE;LOWCORR,23.947
anim_codelab_scarycozmo_01,v1.5,1.4,1e4c4ad2e6e1,53,1.716,0,0,0,0,0,0,0,0.918313,1684.64,0.14197,0.410414,0,0.0264,0.786101,-0.587795,,,,LOWCORR,15
anim_codelab_sheep_01,v1.5,1.4,1e4c4ad2e6e1,131,4.29,0,0,0,0,0,0,0.0384615,1.8,1884.27,0.659238,0.0830782,0,0.00605017,0.984111,,,,,,1.538
anim_codelab_staring_loop,v1.5,1.4,1e4c4ad2e6e1,161,5.28,0,0,0,0,0,0,0,0.203696,229.852,0.0359466,0.170115,0,0.00772381,,,,,,STATIC,50
anim_codelab_tiger_01_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,257,8.448,0,0,0,0,0,0,0.199219,1.8,7613.55,1.029,0.555948,0,0.0264,0.903701,-0.131891,0.86795,,,RATE;LOWCORR,22.969
anim_codelab_tiger_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,257,8.448,0,0,0,0,0,0,0.210938,1.8,7056.06,1.029,0.555948,0,0.0264,0.9409,0.207509,0.86795,,,RATE;LOWCORR,23.438
anim_codelab_tiger_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,257,8.448,0,0,0,0,0,0,0.191406,1.8,6860.81,1.029,0.555948,0,0.0264,0.948464,0.207509,0.86795,,,RATE;LOWCORR,22.656
anim_codelab_tinyorchestra_conducting,v1.5,1.4,1e4c4ad2e6e1,185,6.072,0,0,0,0,0,0,0.173913,1.8,5944.54,1.11893,0.0431406,0,0.0023753,0.914168,0.966337,0.914945,,,RATE,6.957
anim_codelab_tinyorchestra_takataka_01,v1.5,1.4,1e4c4ad2e6e1,20,0.627,0,0,0,0,0,0,0.210526,1.8,10983.2,0.306481,0.0810168,0,0.00598431,0.845503,0.763555,,,,SHORT;RATE,18.421
anim_codelab_vampirebite_01,v1.5,1.4,1e4c4ad2e6e1,99,3.234,0,0,0.040404,0,0,0.040404,0.132653,1.8,7539.24,1.05779,0.449397,0,0.0264,0.857179,0.681513,0.917288,,,SAT;RATE,9.347
anim_codelab_zombiecrawl_01,v1.5,1.4,1e4c4ad2e6e1,131,4.29,0,0,0,0,0,0,0.0384615,1.8,1884.27,0.659238,0.0830782,0,0.00605017,0.984111,,,,,,1.538
anim_cozmosays_app_getin,v1.5,1.4,1e4c4ad2e6e1,35,1.122,0,0,0,0,0,0,0,1.305,3771.57,0.261511,0.0287901,0,0.00260466,0.872274,0.636528,,,,,0
anim_cozmosays_app_getout_01,v1.5,1.4,1e4c4ad2e6e1,31,0.99,0,0,0,0,0,0,0.4,1.8,7274.59,0.858926,0,0,0,0.990252,-0.8749,0.73882,,,RATE;LOWCORR,31
anim_cozmosays_app_getout_02,v1.5,1.4,1e4c4ad2e6e1,31,0.99,0,0,0,0,0,0,0.366667,1.8,7604.06,0.796228,0,0,0,0.9895,-0.787365,0.759116,,,RATE;LOWCORR,29.667
anim_cozmosays_badword_01_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,81,2.64,0,0,0,0,0,0,0.1625,1.8,8508.85,0.879028,0.614434,0,0.0264,0.889845,-0.0458969,0.912311,,,RATE;LOWCORR,21.5
anim_cozmosays_badword_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,81,2.64,0,0,0,0,0,0,0.225,1.8,7692.43,0.879028,0.614434,0,0.0264,0.839507,0.930514,0.912311,,,RATE,9
anim_cozmosays_badword_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,81,2.64,0,0,0,0,0,0,0.225,1.8,7505.53,0.879028,0.614434,0,0.0264,0.89264,0.930514,0.912311,,,RATE,9
anim_cozmosays_badword_02_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,90,2.937,0,0,0,0,0,0,0.292135,1.8,8178.07,0.838651,0.592463,0,0.0264,0.851109,-0.506321,0.891808,,,RATE;LOWCORR,26.685
anim_cozmosays_badword_02_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,90,2.937,0,0,0,0,0,0,0.303371,1.8,8413.95,0.838651,0.592463,0,0.0264,0.63246,0.962901,0.891808,,,RATE,12.135
anim_cozmosays_badword_02_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,90,2.937,0,0,0,0,0,0,0.247191,1.8,8444.07,0.838651,0.592463,0,0.0264,0.929506,0.962901,0.891808,,,RATE,9.888
anim_cozmosays_getin_long_01_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,120,3.927,0,0,0,0,0,0,0.252101,1.8,5971.61,1.04196,0.573316,0,0.0264,0.861314,0.621455,,,,RATE,10.084
anim_cozmosays_getin_long_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,120,3.927,0,0,0,0,0,0,0.12605,1.8,5704.49,0.763132,0.573316,0,0.0264,0.920683,0.96323,,,,RATE,5.042
anim_cozmosays_getin_long_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,120,3.927,0,0,0,0,0,0,0.0504202,1.8,5141.73,0.536389,0.573316,0,0.0264,0.946532,0.969908,,,,RATE,2.017
anim_cozmosays_getin_medium_01,v1.5,1.4,1e4c4ad2e6e1,93,3.036,0,0,0,0,0,0,0.184783,1.8,6642.36,0.67271,0.0961325,0,0.00503635,0.811182,0.489317,,,,RATE,7.391
anim_cozmosays_getin_medium_01_head_angle_-20,v1.5,1.4,1e4c4ad2e6e1,93,3.036,0,0,0,0,0,0,0.228261,1.8,7334.69,0.794845,0.0961325,0,0.00503635,0.673487,0.550573,,,,RATE,9.13
anim_cozmosays_getin_medium_01_head_angle_20,v1.5,1.4,1e4c4ad2e6e1,93,3.036,0,0,0,0,0,0,0.0326087,1.8,4982.75,0.497548,0.0961325,0,0.00503635,0.915472,0.92261,,,,,1.304
anim_cozmosays_getin_medium_01_head_angle_40,v1.5,1.4,1e4c4ad2e6e1,93,3.036,0,0,0,0,0,0,0.0434783,1.8,5051.27,0.526394,0.0961325,0,0.00503635,0.916816,0.92261,,,,,1.739
